,Activity,SKH,Type,Date,base
325,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,04-10,terminal 2
326,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,04-17,terminal 2
327,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,04-24,terminal 2
328,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,05-01,terminal 2
329,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,05-08,terminal 2
330,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,05-15,terminal 2
331,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,05-22,terminal 2
332,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,05-29,terminal 2
333,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,06-05,terminal 2
334,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,06-12,terminal 2
335,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,06-19,terminal 2
336,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,06-26,terminal 2
337,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,07-03,terminal 2
338,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,07-10,terminal 2
339,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,07-17,terminal 2
340,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,07-24,terminal 2
341,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,07-31,terminal 2
342,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,08-07,terminal 2
343,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,08-14,terminal 2
344,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,08-21,terminal 2
345,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,08-28,terminal 2
346,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,09-04,terminal 2
347,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,09-11,terminal 2
348,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,09-18,terminal 2
349,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,09-25,terminal 2
350,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,10-02,terminal 2
351,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,10-09,terminal 2
352,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,10-16,terminal 2
353,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,10-23,terminal 2
354,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,10-30,terminal 2
355,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,11-06,terminal 2
356,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,11-13,terminal 2
357,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,11-20,terminal 2
358,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,11-27,terminal 2
359,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,12-04,terminal 2
360,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,12-11,terminal 2
361,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,12-18,terminal 2
362,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,12-25,terminal 2
363,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,01-02,terminal 2
364,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,01-09,terminal 2
365,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,01-16,terminal 2
366,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,01-23,terminal 2
367,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,01-30,terminal 2
368,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,02-06,terminal 2
369,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,02-13,terminal 2
370,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,02-20,terminal 2
371,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,02-27,terminal 2
372,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,03-06,terminal 2
373,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,03-13,terminal 2
374,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,03-20,terminal 2
375,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,03-27,terminal 2
376,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,04-03,terminal 2
377,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,04-10,terminal 2
378,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,04-17,terminal 2
379,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,04-24,terminal 2
380,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,05-01,terminal 2
381,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,05-08,terminal 2
382,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,05-15,terminal 2
383,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,05-22,terminal 2
384,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,05-29,terminal 2
385,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,06-05,terminal 2
386,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,06-12,terminal 2
387,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,06-19,terminal 2
388,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,06-26,terminal 2
389,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,07-03,terminal 2
390,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,07-10,terminal 2
391,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,07-17,terminal 2
392,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,07-24,terminal 2
393,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,07-31,terminal 2
394,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,08-07,terminal 2
395,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,08-14,terminal 2
396,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,08-21,terminal 2
397,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,08-28,terminal 2
398,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,09-04,terminal 2
399,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,09-11,terminal 2
400,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,09-18,terminal 2
401,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,09-25,terminal 2
402,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,10-02,terminal 2
403,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,10-09,terminal 2
404,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,10-16,terminal 2
405,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,10-23,terminal 2
406,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,10-30,terminal 2
407,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,11-06,terminal 2
408,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,11-13,terminal 2
409,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,11-20,terminal 2
410,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,11-27,terminal 2
411,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,12-04,terminal 2
412,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,12-11,terminal 2
413,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,12-18,terminal 2
414,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,12-25,terminal 2
415,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,01-02,terminal 3
416,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,01-09,terminal 3
417,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,01-16,terminal 3
418,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,01-23,terminal 3
419,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,01-30,terminal 3
420,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,02-06,terminal 3
421,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,02-13,terminal 3
422,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,02-20,terminal 3
423,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,02-27,terminal 3
424,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,03-06,terminal 3
425,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,03-13,terminal 3
426,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,03-20,terminal 3
427,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,03-27,terminal 3
428,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,04-03,terminal 3
429,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,04-10,terminal 3
430,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,04-17,terminal 3
431,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,04-24,terminal 3
432,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,05-01,terminal 3
433,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,05-08,terminal 3
434,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,05-15,terminal 3
435,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,05-22,terminal 3
436,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,05-29,terminal 3
437,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,06-05,terminal 3
438,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,06-12,terminal 3
439,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,06-19,terminal 3
440,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,06-26,terminal 3
441,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,07-03,terminal 3
442,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,07-10,terminal 3
443,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,07-17,terminal 3
444,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,07-24,terminal 3
445,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,07-31,terminal 3
446,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,08-07,terminal 3
447,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,08-14,terminal 3
448,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,08-21,terminal 3
449,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,08-28,terminal 3
450,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,09-04,terminal 3
451,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,09-11,terminal 3
452,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,09-18,terminal 3
453,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,09-25,terminal 3
454,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,10-02,terminal 3
455,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,10-09,terminal 3
456,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,10-16,terminal 3
457,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,10-23,terminal 3
458,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,10-30,terminal 3
459,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,11-06,terminal 3
460,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,11-13,terminal 3
461,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,11-20,terminal 3
462,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,11-27,terminal 3
463,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,12-04,terminal 3
464,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,12-11,terminal 3
465,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,12-18,terminal 3
466,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,12-25,terminal 3
467,"Bonding Wire, Lanyard & Flame Trap Check",33,Weekly,01-02,terminal 3
468,"Bonding Wire, Lanyard & Flame Trap Check",33,Weekly,01-09,terminal 3
469,"Bonding Wire, Lanyard & Flame Trap Check",33,Weekly,01-16,terminal 3
470,"Bonding Wire, Lanyard & Flame Trap Check",33,Weekly,01-23,terminal 3
471,"Bonding Wire, Lanyard & Flame Trap Check",33,Weekly,01-30,terminal 3
472,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,01-02,terminal 3
473,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,01-09,terminal 3
474,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,01-16,terminal 3
475,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,01-23,terminal 3
476,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,01-30,terminal 3
477,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,02-06,terminal 3
478,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,02-13,terminal 3
479,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,02-20,terminal 3
480,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,02-27,terminal 3
481,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,03-06,terminal 3
482,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,03-13,terminal 3
483,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,03-20,terminal 3
484,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,03-27,terminal 3
485,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,04-03,terminal 3
486,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,04-10,terminal 3
487,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,04-17,terminal 3
488,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,04-24,terminal 3
489,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,05-01,terminal 3
490,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,05-08,terminal 3
491,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,05-15,terminal 3
492,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,05-22,terminal 3
493,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,05-29,terminal 3
494,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,06-05,terminal 3
495,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,06-12,terminal 3
496,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,06-19,terminal 3
497,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,06-26,terminal 3
498,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,07-03,terminal 3
499,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,07-10,terminal 3
500,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,07-17,terminal 3
501,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,07-24,terminal 3
502,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,07-31,terminal 3
503,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,08-07,terminal 3
504,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,08-14,terminal 3
505,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,08-21,terminal 3
506,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,08-28,terminal 3
507,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,09-04,terminal 3
508,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,09-11,terminal 3
509,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,09-18,terminal 3
510,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,09-25,terminal 3
511,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,10-02,terminal 3
512,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,10-09,terminal 3
513,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,10-16,terminal 3
514,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,10-23,terminal 3
515,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,10-30,terminal 3
516,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,11-06,terminal 3
517,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,11-13,terminal 3
518,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,11-20,terminal 3
519,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,11-27,terminal 3
520,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,12-04,terminal 3
521,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,12-11,terminal 3
522,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,12-18,terminal 3
523,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,12-25,terminal 3
524,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,01-03,terminal 1
525,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,01-10,terminal 1
526,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,01-17,terminal 1
527,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,01-24,terminal 1
528,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,01-31,terminal 1
529,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,02-07,terminal 1
530,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,02-14,terminal 1
531,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,02-21,terminal 1
532,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,02-28,terminal 1
533,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,03-07,terminal 1
534,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,03-14,terminal 1
535,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,03-21,terminal 1
536,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,03-28,terminal 1
537,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,04-04,terminal 1
538,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,04-11,terminal 1
539,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,04-18,terminal 1
540,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,04-25,terminal 1
541,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,05-02,terminal 1
542,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,05-09,terminal 1
543,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,05-16,terminal 1
544,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,05-23,terminal 1
545,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,05-30,terminal 1
546,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,06-06,terminal 1
547,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,06-13,terminal 1
548,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,06-20,terminal 1
549,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,06-27,terminal 1
550,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,07-04,terminal 1
551,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,07-11,terminal 1
552,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,07-18,terminal 1
553,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,07-25,terminal 1
554,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,08-01,terminal 1
555,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,08-08,terminal 1
556,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,08-15,terminal 1
557,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,08-22,terminal 1
558,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,08-29,terminal 1
559,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,09-05,terminal 1
560,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,09-12,terminal 1
561,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,09-19,terminal 1
562,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,09-26,terminal 1
563,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,10-03,terminal 1
564,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,10-10,terminal 1
565,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,10-17,terminal 1
566,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,10-24,terminal 1
567,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,10-31,terminal 1
568,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,11-07,terminal 1
569,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,11-14,terminal 1
570,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,11-21,terminal 1
571,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,11-28,terminal 1
572,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,12-05,terminal 1
573,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,12-12,terminal 1
574,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,12-19,terminal 1
575,"Bonding Wire, Lanyard & Flame Trap Check",38,Weekly,12-26,terminal 1
576,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,01-03,terminal 1
577,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,01-10,terminal 1
578,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,01-17,terminal 1
579,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,01-24,terminal 1
580,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,01-31,terminal 1
581,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,02-07,terminal 1
582,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,02-14,terminal 1
583,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,02-21,terminal 1
584,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,02-28,terminal 1
585,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,03-07,terminal 1
586,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,03-14,terminal 1
587,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,03-21,terminal 1
588,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,03-28,terminal 1
589,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,04-04,terminal 1
590,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,04-11,terminal 1
591,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,04-18,terminal 1
592,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,04-25,terminal 1
593,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,05-02,terminal 1
594,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,05-09,terminal 1
595,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,05-16,terminal 1
596,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,05-23,terminal 1
597,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,05-30,terminal 1
598,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,06-06,terminal 1
599,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,06-13,terminal 1
600,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,06-20,terminal 1
601,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,06-27,terminal 1
602,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,07-04,terminal 1
603,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,07-11,terminal 1
604,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,07-18,terminal 1
605,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,07-25,terminal 1
606,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,08-01,terminal 1
607,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,08-08,terminal 1
608,"Bonding Wire, Lanyard & Flame Trap Check",40,Weekly,08-15,terminal 1
