,Activity,SKH,Type,Date,base,year_date,execution_date
274,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,04-17,terminal 2,2023-04-17,
275,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,04-24,terminal 2,2023-04-27,
276,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,05-01,terminal 2,2023-04-28,
277,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,05-08,terminal 2,2023-05-08,
278,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,05-15,terminal 2,2023-05-15,
279,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,05-22,terminal 2,2023-05-22,
280,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,05-29,terminal 2,2023-05-29,
281,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,06-05,terminal 2,2023-06-05,
282,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,06-12,terminal 2,2023-06-12,
283,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,06-19,terminal 2,2023-06-19,
284,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,06-26,terminal 2,2023-06-26,
285,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,07-03,terminal 2,2023-07-03,
286,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,07-10,terminal 2,2023-07-10,
287,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,07-17,terminal 2,2023-07-17,
288,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,07-24,terminal 2,2023-07-24,
289,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,07-31,terminal 2,2023-07-31,
290,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,08-07,terminal 2,2023-08-07,
291,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,08-14,terminal 2,2023-08-14,
292,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,08-21,terminal 2,2023-08-21,
293,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,08-28,terminal 2,2023-08-28,
294,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,09-04,terminal 2,2023-09-04,
295,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,09-11,terminal 2,2023-09-11,
296,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,09-18,terminal 2,2023-09-18,
297,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,09-25,terminal 2,2023-09-25,
298,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,10-02,terminal 2,2023-10-02,
299,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,10-09,terminal 2,2023-10-09,
300,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,10-16,terminal 2,2023-10-16,
301,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,10-23,terminal 2,2023-10-23,
302,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,10-30,terminal 2,2023-10-30,
303,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,11-06,terminal 2,2023-11-06,
304,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,11-13,terminal 2,2023-11-13,
305,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,11-20,terminal 2,2023-11-20,
306,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,11-27,terminal 2,2023-11-27,
307,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,12-04,terminal 2,2023-12-04,
308,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,12-11,terminal 2,2023-12-11,
309,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,12-18,terminal 2,2023-12-18,
310,"Bonding Wire, Lanyard & Flame Trap Check",34,Weekly,12-25,terminal 2,2023-12-22,
311,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,01-02,terminal 2,2023-01-02,
312,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,01-09,terminal 2,2023-01-09,
313,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,01-16,terminal 2,2023-01-16,
314,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,01-23,terminal 2,2023-01-24,
315,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,01-30,terminal 2,2023-01-30,
316,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,02-06,terminal 2,2023-02-06,
317,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,02-13,terminal 2,2023-02-13,
318,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,02-20,terminal 2,2023-02-20,
319,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,02-27,terminal 2,2023-02-27,
320,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,03-06,terminal 2,2023-03-06,
321,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,03-13,terminal 2,2023-03-13,
322,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,03-20,terminal 2,2023-03-20,
323,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,03-27,terminal 2,2023-03-27,
324,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,04-03,terminal 2,2023-04-03,
325,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,04-10,terminal 2,2023-04-10,
326,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,04-17,terminal 2,2023-04-17,
327,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,04-24,terminal 2,2023-04-27,
328,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,05-01,terminal 2,2023-04-28,
329,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,05-08,terminal 2,2023-05-08,
330,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,05-15,terminal 2,2023-05-15,
331,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,05-22,terminal 2,2023-05-22,
332,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,05-29,terminal 2,2023-05-29,
333,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,06-05,terminal 2,2023-06-05,
334,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,06-12,terminal 2,2023-06-12,
335,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,06-19,terminal 2,2023-06-19,
336,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,06-26,terminal 2,2023-06-26,
337,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,07-03,terminal 2,2023-07-03,
338,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,07-10,terminal 2,2023-07-10,
339,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,07-17,terminal 2,2023-07-17,
340,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,07-24,terminal 2,2023-07-24,
341,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,07-31,terminal 2,2023-07-31,
342,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,08-07,terminal 2,2023-08-07,
343,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,08-14,terminal 2,2023-08-14,
344,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,08-21,terminal 2,2023-08-21,
345,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,08-28,terminal 2,2023-08-28,
346,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,09-04,terminal 2,2023-09-04,
347,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,09-11,terminal 2,2023-09-11,
348,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,09-18,terminal 2,2023-09-18,
349,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,09-25,terminal 2,2023-09-25,
350,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,10-02,terminal 2,2023-10-02,
351,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,10-09,terminal 2,2023-10-09,
352,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,10-16,terminal 2,2023-10-16,
353,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,10-23,terminal 2,2023-10-23,
354,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,10-30,terminal 2,2023-10-30,
355,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,11-06,terminal 2,2023-11-06,
356,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,11-13,terminal 2,2023-11-13,
357,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,11-20,terminal 2,2023-11-20,
358,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,11-27,terminal 2,2023-11-27,
359,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,12-04,terminal 2,2023-12-04,
360,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,12-11,terminal 2,2023-12-11,
361,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,12-18,terminal 2,2023-12-18,
362,"Bonding Wire, Lanyard & Flame Trap Check",39,Weekly,12-25,terminal 2,2023-12-22,
363,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,01-02,terminal 2,2023-01-02,
364,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,01-09,terminal 2,2023-01-09,
365,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,01-16,terminal 2,2023-01-16,
366,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,01-23,terminal 2,2023-01-24,
367,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,01-30,terminal 2,2023-01-30,
368,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,02-06,terminal 2,2023-02-06,
369,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,02-13,terminal 2,2023-02-13,
370,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,02-20,terminal 2,2023-02-20,
371,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,02-27,terminal 2,2023-02-27,
372,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,03-06,terminal 2,2023-03-06,
373,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,03-13,terminal 2,2023-03-13,
374,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,03-20,terminal 2,2023-03-20,
375,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,03-27,terminal 2,2023-03-27,
376,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,04-03,terminal 2,2023-04-03,
377,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,04-10,terminal 2,2023-04-10,
378,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,04-17,terminal 2,2023-04-17,
379,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,04-24,terminal 2,2023-04-27,
380,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,05-01,terminal 2,2023-04-28,
381,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,05-08,terminal 2,2023-05-08,
382,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,05-15,terminal 2,2023-05-15,
383,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,05-22,terminal 2,2023-05-22,
384,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,05-29,terminal 2,2023-05-29,
385,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,06-05,terminal 2,2023-06-05,
386,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,06-12,terminal 2,2023-06-12,
387,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,06-19,terminal 2,2023-06-19,
388,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,06-26,terminal 2,2023-06-26,
389,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,07-03,terminal 2,2023-07-03,
390,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,07-10,terminal 2,2023-07-10,
391,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,07-17,terminal 2,2023-07-17,
392,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,07-24,terminal 2,2023-07-24,
393,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,07-31,terminal 2,2023-07-31,
394,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,08-07,terminal 2,2023-08-07,
395,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,08-14,terminal 2,2023-08-14,
396,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,08-21,terminal 2,2023-08-21,
397,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,08-28,terminal 2,2023-08-28,
398,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,09-04,terminal 2,2023-09-04,
399,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,09-11,terminal 2,2023-09-11,
400,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,09-18,terminal 2,2023-09-18,
401,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,09-25,terminal 2,2023-09-25,
402,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,10-02,terminal 2,2023-10-02,
403,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,10-09,terminal 2,2023-10-09,
404,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,10-16,terminal 2,2023-10-16,
405,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,10-23,terminal 2,2023-10-23,
406,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,10-30,terminal 2,2023-10-30,
407,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,11-06,terminal 2,2023-11-06,
408,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,11-13,terminal 2,2023-11-13,
409,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,11-20,terminal 2,2023-11-20,
410,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,11-27,terminal 2,2023-11-27,
411,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,12-04,terminal 2,2023-12-04,
412,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,12-11,terminal 2,2023-12-11,
413,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,12-18,terminal 2,2023-12-18,
414,"Bonding Wire, Lanyard & Flame Trap Check",48,Weekly,12-25,terminal 2,2023-12-22,
415,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,01-02,terminal 3,2023-01-02,
416,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,01-09,terminal 3,2023-01-09,
417,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,01-16,terminal 3,2023-01-16,
418,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,01-23,terminal 3,2023-01-24,
419,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,01-30,terminal 3,2023-01-30,
420,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,02-06,terminal 3,2023-02-06,
421,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,02-13,terminal 3,2023-02-13,
422,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,02-20,terminal 3,2023-02-20,
423,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,02-27,terminal 3,2023-02-27,
424,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,03-06,terminal 3,2023-03-06,
425,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,03-13,terminal 3,2023-03-13,
426,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,03-20,terminal 3,2023-03-20,
427,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,03-27,terminal 3,2023-03-27,
428,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,04-03,terminal 3,2023-04-03,
429,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,04-10,terminal 3,2023-04-10,
430,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,04-17,terminal 3,2023-04-17,
431,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,04-24,terminal 3,2023-04-27,
432,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,05-01,terminal 3,2023-04-28,
433,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,05-08,terminal 3,2023-05-08,
434,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,05-15,terminal 3,2023-05-15,
435,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,05-22,terminal 3,2023-05-22,
436,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,05-29,terminal 3,2023-05-29,
437,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,06-05,terminal 3,2023-06-05,
438,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,06-12,terminal 3,2023-06-12,
439,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,06-19,terminal 3,2023-06-19,
440,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,06-26,terminal 3,2023-06-26,
441,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,07-03,terminal 3,2023-07-03,
442,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,07-10,terminal 3,2023-07-10,
443,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,07-17,terminal 3,2023-07-17,
444,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,07-24,terminal 3,2023-07-24,
445,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,07-31,terminal 3,2023-07-31,
446,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,08-07,terminal 3,2023-08-07,
447,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,08-14,terminal 3,2023-08-14,
448,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,08-21,terminal 3,2023-08-21,
449,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,08-28,terminal 3,2023-08-28,
450,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,09-04,terminal 3,2023-09-04,
451,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,09-11,terminal 3,2023-09-11,
452,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,09-18,terminal 3,2023-09-18,
453,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,09-25,terminal 3,2023-09-25,
454,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,10-02,terminal 3,2023-10-02,
455,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,10-09,terminal 3,2023-10-09,
456,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,10-16,terminal 3,2023-10-16,
457,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,10-23,terminal 3,2023-10-23,
458,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,10-30,terminal 3,2023-10-30,
459,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,11-06,terminal 3,2023-11-06,
460,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,11-13,terminal 3,2023-11-13,
461,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,11-20,terminal 3,2023-11-20,
462,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,11-27,terminal 3,2023-11-27,
463,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,12-04,terminal 3,2023-12-04,
464,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,12-11,terminal 3,2023-12-11,
465,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,12-18,terminal 3,2023-12-18,
466,"Bonding Wire, Lanyard & Flame Trap Check",32,Weekly,12-25,terminal 3,2023-12-22,
467,"Bonding Wire, Lanyard & Flame Trap Check",33,Weekly,01-02,terminal 3,2023-01-02,
468,"Bonding Wire, Lanyard & Flame Trap Check",33,Weekly,01-09,terminal 3,2023-01-09,
469,"Bonding Wire, Lanyard & Flame Trap Check",33,Weekly,01-16,terminal 3,2023-01-16,
470,"Bonding Wire, Lanyard & Flame Trap Check",33,Weekly,01-23,terminal 3,2023-01-24,
471,"Bonding Wire, Lanyard & Flame Trap Check",33,Weekly,01-30,terminal 3,2023-01-30,
472,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,01-02,terminal 3,2023-01-02,
473,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,01-09,terminal 3,2023-01-09,
474,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,01-16,terminal 3,2023-01-16,
475,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,01-23,terminal 3,2023-01-24,
476,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,01-30,terminal 3,2023-01-30,
477,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,02-06,terminal 3,2023-02-06,
478,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,02-13,terminal 3,2023-02-13,
479,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,02-20,terminal 3,2023-02-20,
480,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,02-27,terminal 3,2023-02-27,
481,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,03-06,terminal 3,2023-03-06,
482,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,03-13,terminal 3,2023-03-13,
483,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,03-20,terminal 3,2023-03-20,
484,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,03-27,terminal 3,2023-03-27,
485,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,04-03,terminal 3,2023-04-03,
486,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,04-10,terminal 3,2023-04-10,
487,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,04-17,terminal 3,2023-04-17,
488,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,04-24,terminal 3,2023-04-27,
489,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,05-01,terminal 3,2023-04-28,
490,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,05-08,terminal 3,2023-05-08,
491,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,05-15,terminal 3,2023-05-15,
492,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,05-22,terminal 3,2023-05-22,
493,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,05-29,terminal 3,2023-05-29,
494,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,06-05,terminal 3,2023-06-05,
495,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,06-12,terminal 3,2023-06-12,
496,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,06-19,terminal 3,2023-06-19,
497,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,06-26,terminal 3,2023-06-26,
498,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,07-03,terminal 3,2023-07-03,
499,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,07-10,terminal 3,2023-07-10,
500,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,07-17,terminal 3,2023-07-17,
501,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,07-24,terminal 3,2023-07-24,
502,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,07-31,terminal 3,2023-07-31,
503,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,08-07,terminal 3,2023-08-07,
504,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,08-14,terminal 3,2023-08-14,
505,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,08-21,terminal 3,2023-08-21,
506,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,08-28,terminal 3,2023-08-28,
507,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,09-04,terminal 3,2023-09-04,
508,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,09-11,terminal 3,2023-09-11,
509,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,09-18,terminal 3,2023-09-18,
510,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,09-25,terminal 3,2023-09-25,
511,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,10-02,terminal 3,2023-10-02,
512,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,10-09,terminal 3,2023-10-09,
513,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,10-16,terminal 3,2023-10-16,
514,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,10-23,terminal 3,2023-10-23,
515,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,10-30,terminal 3,2023-10-30,
516,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,11-06,terminal 3,2023-11-06,
517,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,11-13,terminal 3,2023-11-13,
518,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,11-20,terminal 3,2023-11-20,
519,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,11-27,terminal 3,2023-11-27,
520,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,12-04,terminal 3,2023-12-04,
521,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,12-11,terminal 3,2023-12-11,
522,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,12-18,terminal 3,2023-12-18,
523,"Bonding Wire, Lanyard & Flame Trap Check",35,Weekly,12-25,terminal 3,2023-12-22,
